trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
346,False,"{'a': 0.3642824962432738, 'e': 0.08253770993121619}",20,5,4.05749465123928,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.36373648211188503, 'e': 0.08192099268725626}",25,11,21.438838479475223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.36322760733239023, 'e': 0.0813495481278003}",25,8,19.10300009790152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.3626106449665213, 'e': 0.0806610074123386}",20,14,12.232337135590592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3623931438364055, 'e': 0.08041938700193246}",20,12,12.144812893688528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.3621033452562243, 'e': 0.08009835195207107}",20,13,13.486601571938639,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.36184996160916794, 'e': 0.07981849775077554}",20,13,15.86187113049813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.36159675526859997, 'e': 0.07953962132707561}",25,13,3.5317664637849484,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.36116309940783276, 'e': 0.07906381245316065}",35,19,32.14711912632649,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.36058570049109206, 'e': 0.0784338252622272}",25,18,10.560978614974267,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.3603333788236351, 'e': 0.07815978672100418}",30,24,14.745037082916511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.360117243643379, 'e': 0.077925658728426}",20,11,16.937630755453313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.35979328392783927, 'e': 0.07757578107927698}",25,14,22.53102132642069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3593977289106632, 'e': 0.07715028546887258}",20,2,28.43922643730668,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.3587513948737674, 'e': 0.07645904813350755}",25,13,23.06221092628783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3583211513976337, 'e': 0.07600166735917104}",20,14,-13.208666951878158,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.3581062231917048, 'e': 0.07577400402284548}",25,8,16.955565426727226,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.3574979597826667, 'e': 0.07513265458521463}",25,20,9.673276316559821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.35731925548257343, 'e': 0.07494505754276144}",25,16,17.859359424341633,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.35699781282353305, 'e': 0.07460856246557795}",25,4,36.68301990143218,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3562489040460439, 'e': 0.0738292709996129}",20,6,21.158246312591995,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3557505045414379, 'e': 0.07331427070655744}",20,9,18.99731072287077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.35535939413660195, 'e': 0.07291214906586439}",30,20,15.561901492205083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.3550042123629507, 'e': 0.07254849820529216}",35,23,19.14208726422109,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.3545784628089375, 'e': 0.07211451048119506}",20,12,13.411050170333937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3542949134735471, 'e': 0.0718266285869013}",25,13,18.185977106170277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3538700145677102, 'e': 0.07139695911280983}",20,3,32.65716440872337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.3532689465954787, 'e': 0.0707926568832253}",20,10,16.78210911014537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.3529158542244931, 'e': 0.07043957703401492}",20,11,16.077428997091488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3525983728437424, 'e': 0.07012331106948068}",25,8,27.679667065119602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.3519994648259602, 'e': 0.06952978896781553}",20,15,9.074522892320893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.35182350908614785, 'e': 0.06935618159503247}",20,3,27.150124813255257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.3512259172177096, 'e': 0.06876915245970018}",30,15,30.315892275979046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3506994732735494, 'e': 0.068255313122387}",20,10,20.475695950046095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.3503489490915772, 'e': 0.06791488832797908}",20,8,-33.60635108395848,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
381,False,"{'a': 0.34992878250304044, 'e': 0.06750861902472816}",20,14,9.256344007857034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.34971888820812386, 'e': 0.06730639665287849}",20,0,28.697848354332507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.3490201494034253, 'e': 0.06663668681643793}",30,24,10.019726979856253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.3488108001248473, 'e': 0.06643707632143896}",20,16,7.929758758422281,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.348671303705941, 'e': 0.06630433495441021}",30,8,23.90974615537928,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.3479050700039078, 'e': 0.06557898401402441}",25,17,13.507891970156571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.3476268572478451, 'e': 0.06531719201103021}",25,11,21.165677798580926,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.34714052016309255, 'e': 0.06486156821071642}",25,7,32.40266714011285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.3465162292571728, 'e': 0.06428043312735164}",25,20,8.426966271179541,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.34634301444985466, 'e': 0.0641199327535944}",20,16,8.570804100006887,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.34620450494782196, 'e': 0.06399182104250219}",30,16,28.25088103558752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.3457201577630344, 'e': 0.063545442443014}",35,3,50.72340482513376,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.3446156214588169, 'e': 0.06253680597317074}",30,15,10.859511170807577,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.34409908552542917, 'e': 0.062069534387153034}",20,16,8.340918185630246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.34396147341547584, 'e': 0.0619455193747295}",20,12,15.971489802354391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.34368641427506946, 'e': 0.0616982322012936}",20,16,10.561138521309047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.34354896720060696, 'e': 0.06157495905113221}",20,8,20.075491916101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.34313695569631014, 'e': 0.06120661543271088}",25,16,14.92795607491333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.3428282713649688, 'e': 0.06093180445171429}",20,13,11.796576619262229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3425883755483449, 'e': 0.060718915908407764}",30,16,24.949790918950256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.342109087402563, 'e': 0.06029536764545656}",20,12,5.991678714575941,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.34183550957836145, 'e': 0.060054667895307945}",20,3,25.82715650122786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.34125488288460215, 'e': 0.05954636655926992}",20,14,12.445859414162575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.341050191368467, 'e': 0.05936799515048385}",25,17,12.472072543309833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.3407774603223363, 'e': 0.05913099748121725}",20,9,21.712769326065374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.34040281121077026, 'e': 0.058806669714006214}",30,18,23.794967807836752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.33999457282933476, 'e': 0.05845488610190866}",25,12,12.812372116589161,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3395528670556165, 'e': 0.0580761615305284}",20,10,14.771421965137419,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.3392134839084164, 'e': 0.057786505466485755}",30,10,34.10406806109384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.33853573491550876, 'e': 0.0572115201300396}",30,18,22.709993244329922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.33812973568187027, 'e': 0.056869278760092706}",20,9,8.59253450134979,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.33775799746612245, 'e': 0.05655735629998164}",25,9,21.585113182561475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.33721801676992946, 'e': 0.05610670246839268}",20,16,7.639390404281185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.3370831565370662, 'e': 0.055994601202089295}",25,19,10.121754339409694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.336880967305979, 'e': 0.05582686912240159}",25,9,-12.69021539399151,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.33634238873604216, 'e': 0.055382035874854026}",35,9,32.661301266406845,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.3354690343779835, 'e': 0.054666728977192824}",30,15,27.219280884834518,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3349662080404496, 'e': 0.05425826217505821}",25,0,17.42498746776554,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
419,False,"{'a': 0.33412983841798566, 'e': 0.05358425521746436}",20,12,14.433022127744863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.3338626414402928, 'e': 0.05337034629964196}",30,7,41.819587024349175,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.33309563975503814, 'e': 0.052760102941878724}",20,2,16.867698150622967,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.33249660689479205, 'e': 0.05228739240361583}",25,10,4.34475610176628,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.33199823585617344, 'e': 0.05189670387392582}",30,0,50.74077321254185,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.33100373364779406, 'e': 0.05112406261224883}",30,12,32.644210215983584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3304084628316856, 'e': 0.05066601037565171}",20,10,-0.6169227839216225,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.330078219518031, 'e': 0.050413312594679356}",20,12,17.288645459993283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.32981426253928586, 'e': 0.05021206211359671}",20,12,16.986019847363444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.32955051664167984, 'e': 0.05001161502657907}",20,0,16.16325830618585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.3288920742702487, 'e': 0.04951399114259201}",30,14,27.377340588872546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.32836626770883753, 'e': 0.04911945944441081}",20,2,10.623430760326347,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.3277757400612869, 'e': 0.0486793676929082}",30,15,31.32124154603916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.3272844450145978, 'e': 0.04831563812606777}",25,0,14.183364417417751,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
433,False,"{'a': 0.3264672558141812, 'e': 0.047715451630000336}",25,20,9.950096192271225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.3263040629878805, 'e': 0.04759631198753032}",25,16,17.525159773742175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.3260105214446999, 'e': 0.0473826097741888}",20,13,12.268028873185793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.3257823939336327, 'e': 0.04721706052017184}",25,15,16.025796414702853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.32545677437661247, 'e': 0.04698156444836709}",25,11,8.766836999157416,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.325001453691334, 'e': 0.04665384186447163}",20,0,15.644960557403163,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
439,False,"{'a': 0.32435210035373996, 'e': 0.0461896283816801}",30,20,17.03854391144965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.32402791037539125, 'e': 0.045959256649044204}",20,6,23.80642091750456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.323574588700081, 'e': 0.0456386652315427}",30,18,22.803265716917934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.3231865320741832, 'e': 0.0453656530955972}",35,13,37.54421597860993,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.32247630324179455, 'e': 0.04486936549755803}",20,12,16.03207388436453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.32221842536410567, 'e': 0.04469024651236344}",20,10,14.537536882821156,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.32189636799426463, 'e': 0.04446735297799888}",25,12,22.46787006303163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3214781746004736, 'e': 0.044179252524468825}",20,12,17.779073634535894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.3212210949063818, 'e': 0.04400288847761665}",20,5,24.583031994474194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.32073962445713483, 'e': 0.04367410130711232}",25,0,41.86753089904283,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.31993877687258077, 'e': 0.043131572907424955}",25,11,15.40959145621471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.3194911759786931, 'e': 0.042830706159229875}",30,17,-18.024960877350566,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
451,False,"{'a': 0.3190761073030154, 'e': 0.04255320941064689}",30,19,10.97771772428346,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.31872531655526476, 'e': 0.042319809197836296}",30,0,44.91238380883333,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.3177705734363346, 'e': 0.04168974932251204}",30,18,22.733614913187523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.3173894774515334, 'e': 0.041440359743482355}",20,6,23.87363945446039,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.31694544307968714, 'e': 0.041151290149224425}",25,17,13.846395339914856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.3166919881207246, 'e': 0.04098701376044022}",25,7,21.579845577102272,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.3161224552754419, 'e': 0.040619785641916074}",20,3,-16.659620897381018,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.31558550363967985, 'e': 0.0402759807049317}",20,11,17.562196497123885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.3153016044601981, 'e': 0.04009514597506023}",25,10,26.274970704082552,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3148290065905222, 'e': 0.039795557242315927}",35,18,29.3845794497513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.31429425194954985, 'e': 0.039458728555661474}",20,0,31.9551806646838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.31366629161530507, 'e': 0.03906610764648619}",20,5,23.304661491014723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.3131961448760891, 'e': 0.03877420783172201}",20,5,25.32182934157241,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.31272670282833115, 'e': 0.03848448907637204}",25,9,26.90586877865068,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.3122267401805827, 'e': 0.03817784138995931}",20,8,23.828598879989798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.31185229280572463, 'e': 0.03794946017042141}",20,12,14.4743469314968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.31160291073760765, 'e': 0.03779796552103132}",25,14,-21.678374987475372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.3112603359864524, 'e': 0.037590647358227626}",25,19,12.51912499654738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.3110736358005173, 'e': 0.03747804440503493}",30,16,-54.898537213651935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
470,False,"{'a': 0.3106384374203451, 'e': 0.03721661416753687}",20,0,32.452179600695594,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
471,False,"{'a': 0.31001778140840164, 'e': 0.036846302669276805}",20,4,15.544332145161093,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.30952214956935425, 'e': 0.036552708191668566}",20,8,22.90583347955733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.30915094575670304, 'e': 0.036334048577339996}",20,11,18.557597822150612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.3088728350741017, 'e': 0.03617091268978068}",25,12,26.35476188862815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.3084715612729888, 'e': 0.03593656421494168}",25,8,27.613578287135212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.30794760510775127, 'e': 0.03563239795704288}",20,12,19.622711514155043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.3077013455406257, 'e': 0.03549015304469923}",20,13,15.447508896780963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.30748602996798985, 'e': 0.03536615463284522}",20,9,18.156891574536377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.3071479812958812, 'e': 0.03517217471612634}",25,11,23.750083865879784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.3067182749866688, 'e': 0.03492682920423177}",35,19,-15.326593890684425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
481,False,"{'a': 0.30622791813677946, 'e': 0.03464852925466101}",30,17,23.100520801505862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.30583008049369853, 'e': 0.034424044181367894}",25,15,10.115331435567771,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.3055244032772861, 'e': 0.0342523535447413}",20,11,16.423810985394464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.305249555014607, 'e': 0.03409856423924668}",20,16,9.565195612012293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.30512747960930986, 'e': 0.034030435262454646}",20,8,16.568778365049766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3047615462377137, 'e': 0.03382686397545441}",35,16,32.76777240553806,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.3041830490462252, 'e': 0.03350703038266488}",20,4,25.478328062936477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.30369674531448143, 'e': 0.03324004351101861}",20,12,14.84537184476567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.30345388507527804, 'e': 0.03310734890311644}",20,11,16.077421952623848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.3031808994406724, 'e': 0.03295870054270735}",20,8,20.10717951423737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.30281730056430123, 'e': 0.0327615404113253}",20,10,17.57173512594723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3025146346219303, 'e': 0.032598141546844026}",20,2,20.564731479908545,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.30197059805940696, 'e': 0.03230607454587638}",20,15,10.538278750463292,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.30181965050041176, 'e': 0.0322254102319168}",25,14,21.690221759170875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.3014878314188146, 'e': 0.03204865699261457}",25,15,20.08484174577509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.3011864942810761, 'e': 0.03188881364901732}",20,11,12.771447074030188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.3009155483801674, 'e': 0.03174563637806794}",20,0,31.639299588289123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.3003143187134836, 'e': 0.03142976201836771}",25,20,9.010164645608109,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.30016419908716097, 'e': 0.03135128574953089}",25,13,24.560771880537033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.2998042180800583, 'e': 0.031163741231221842}",20,8,10.597001137741291,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.29944466879108156, 'e': 0.030977318610962822}",20,14,9.138178222581306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.29926505587906893, 'e': 0.03088452591377023}",20,12,15.787151691633415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.29902573957365136, 'e': 0.030761234557216688}",20,9,20.448419941691125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.29869699210437717, 'e': 0.030592512179012835}",30,12,7.346134063274859,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.2981598211175136, 'e': 0.03031841485750294}",20,2,32.19477905764878,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2976236161687313, 'e': 0.03004677334417314}",25,15,21.425226321235524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.2973261413147791, 'e': 0.029896914436926308}",25,17,16.903250211033352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.29708837552072576, 'e': 0.02977756563591232}",20,10,15.973090033002617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.2967914356398904, 'e': 0.029629049407711945}",20,13,15.02507825628044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.29658375433188067, 'e': 0.029525529001173462}",20,10,9.2018319195624,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.2962873188200077, 'e': 0.02937826981093305}",20,0,25.671137031325255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.29569533636215295, 'e': 0.029085951142152462}",25,7,31.248954049985443,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.2951635634958594, 'e': 0.028825352036888366}",20,0,31.45172404032164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.29457382630264, 'e': 0.028538534991882563}",20,15,10.106195678910577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2944265762050807, 'e': 0.028467277763052034}",20,6,22.914661584657072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.29401466740183435, 'e': 0.028268702642480412}",30,16,20.176312096769475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2936033348674302, 'e': 0.028071512693994393}",25,11,25.346302520663773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.29319257779565633, 'e': 0.027875698255247015}",25,0,34.89848711930463,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.29246051181492744, 'e': 0.027529420770147972}",25,16,17.180718830340822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
